time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-10-01T15:33:31.360Z,47.5531667,-113.4975,6.04,0.83,ml,9,192,0.312,0.1,mb,mb80466489,2020-10-01T17:29:39.770Z,"16 km E of Condon, Montana",earthquake,0.99,6.87,,0,reviewed,mb,mb
2020-10-01T15:33:19.460Z,33.0646667,-115.5571667,3.12,0.82,ml,8,151,0.03355,0.16,ci,ci37457413,2020-10-08T03:24:23.124Z,"7km ENE of Westmorland, CA",earthquake,0.65,0.39,0.145,2,reviewed,ci,ci
2020-10-01T15:32:49.460Z,33.0725,-115.567,3.29,1.26,ml,12,82,0.03637,0.16,ci,ci39646568,2020-10-08T02:58:04.955Z,"6km NE of Westmorland, CA",earthquake,0.4,0.34,0.196,14,reviewed,ci,ci
2020-10-01T15:31:42.460Z,33.0688333,-115.563,2.92,1.39,ml,14,94,0.03438,0.21,ci,ci39646560,2020-10-01T15:35:32.209Z,"6km ENE of Westmorland, CA",earthquake,0.38,0.57,0.23,16,automatic,ci,ci
2020-10-01T15:28:09.630Z,33.0733333,-115.5615,2.62,2.44,ml,33,49,0.03895,0.25,ci,ci39646552,2020-10-01T15:39:00.700Z,"7km NE of Westmorland, CA",earthquake,0.36,0.59,0.125,25,automatic,ci,ci
2020-10-01T15:27:45.360Z,33.0731667,-115.5665,5.82,1.88,ml,15,77,0.1193,0.19,ci,ci39646544,2020-10-01T15:31:37.498Z,"6km NE of Westmorland, CA",earthquake,0.38,1.71,0.243,28,automatic,ci,ci
2020-10-01T15:25:53.740Z,33.0661667,-115.5633333,3.11,1.28,ml,13,92,0.03191,0.18,ci,ci39646536,2020-10-01T15:58:40.480Z,"6km ENE of Westmorland, CA",earthquake,0.29,0.33,0.135,7,reviewed,ci,ci
2020-10-01T15:21:41.510Z,33.0743333,-115.5693333,4.77,3.17,ml,85,47,0.03749,0.28,ci,ci39646520,2020-10-02T18:03:15.160Z,"6km NE of Westmorland, CA",earthquake,0.17,0.43,0.164,193,reviewed,ci,ci
2020-10-01T15:21:19.860Z,33.0636667,-115.562,2.04,1.34,ml,11,168,0.03036,0.21,ci,ci39646528,2020-10-01T15:25:15.180Z,"6km ENE of Westmorland, CA",earthquake,1.09,0.54,0.233,16,automatic,ci,ci
2020-10-01T15:18:04.380Z,33.057,-115.5691667,2.19,1.87,ml,16,64,0.02154,0.25,ci,ci39646512,2020-10-01T15:21:54.158Z,"5km ENE of Westmorland, CA",earthquake,0.51,0.64,0.167,26,automatic,ci,ci
2020-10-01T15:17:10.010Z,41.3408333,-122.1523333,3.58,1.32,md,7,116,0.03299,0.08,nc,nc73465286,2020-10-01T17:43:05.499Z,"10km N of McCloud, CA",earthquake,0.27,0.77,0.247,5,reviewed,nc,nc
2020-10-01T15:15:36.110Z,33.0583333,-115.5865,2.46,1.57,ml,19,69,0.02039,0.29,ci,ci39646504,2020-10-01T15:19:18.140Z,"4km NE of Westmorland, CA",earthquake,0.43,0.55,0.138,22,automatic,ci,ci
2020-10-01T15:12:59.750Z,33.0658333,-115.5755,2.87,2.45,ml,24,65,0.02802,0.2,ci,ci39646496,2020-10-01T16:07:53.598Z,"5km NE of Westmorland, CA",earthquake,0.26,0.32,0.165,111,reviewed,ci,ci
2020-10-01T15:12:58.780Z,19.4165,-155.606166666667,-0.71,0.7,md,8,128,,0.1,hv,hv72161496,2020-10-02T00:06:47.970Z,"27 km NNW of Pāhala, Hawaii",earthquake,0.5,0.73,0.0659670181377773,6,reviewed,hv,hv
2020-10-01T15:12:53.930Z,33.0568333,-115.559,3.06,2.19,ml,6,148,0.02671,0.08,ci,ci39646480,2020-10-01T18:46:42.773Z,"6km ENE of Westmorland, CA",earthquake,0.43,0.26,0.122,2,reviewed,ci,ci
2020-10-01T15:12:42.070Z,33.0696667,-115.5866667,3.57,2.15,ml,33,50,0.03157,0.21,ci,ci39646488,2020-10-01T18:00:25.123Z,"5km NE of Westmorland, CA",earthquake,0.21,0.32,0.115,12,reviewed,ci,ci
2020-10-01T15:10:24.020Z,33.068,-115.5733333,2.87,1.44,ml,19,54,0.03052,0.23,ci,ci39646472,2020-10-07T00:14:42.708Z,"6km NE of Westmorland, CA",earthquake,0.32,0.38,0.165,11,reviewed,ci,ci
2020-10-01T15:09:41.260Z,33.028,-115.5813333,2.7,1.9,ml,23,82,0.01024,0.24,ci,ci39646464,2020-10-01T15:13:28.095Z,"4km ESE of Westmorland, CA",earthquake,0.4,0.54,0.158,27,automatic,ci,ci
2020-10-01T15:07:35.380Z,33.0615,-115.5691667,2.94,1.61,ml,18,54,0.02553,0.18,ci,ci39646456,2020-10-01T15:11:08.080Z,"6km ENE of Westmorland, CA",earthquake,0.32,0.54,0.243,25,automatic,ci,ci
2020-10-01T15:06:20.830Z,33.071,-115.565,2.56,1.43,ml,15,69,0.03561,0.24,ci,ci39646448,2020-10-01T15:10:04.709Z,"6km NE of Westmorland, CA",earthquake,0.47,0.67,0.241,18,automatic,ci,ci
2020-10-01T15:05:15.550Z,33.0273333,-115.5843333,3.37,1.72,ml,23,67,0.01109,0.21,ci,ci39646440,2020-10-01T15:09:17.071Z,"4km ESE of Westmorland, CA",earthquake,0.38,0.3,0.162,27,automatic,ci,ci
2020-10-01T15:00:50.320Z,33.0633333,-115.5773333,4.02,3.03,ml,40,55,0.0253,0.24,ci,ci37457525,2020-10-08T18:20:02.473Z,"5km NE of Westmorland, CA",earthquake,0.22,0.36,0.189,67,reviewed,ci,ci
2020-10-01T15:00:48.280Z,33.0605,-115.5725,5.59,2.61,ml,45,48,0.02355,0.25,ci,ci39646432,2020-10-08T17:54:10.963Z,"5km ENE of Westmorland, CA",earthquake,0.29,0.58,0.391,7,reviewed,ci,ci
2020-10-01T15:00:02.670Z,33.1001667,-115.5955,5.44,1.87,ml,16,109,0.05454,0.15,ci,ci39646424,2020-10-01T16:26:48.078Z,"7km NNE of Westmorland, CA",earthquake,0.29,0.48,0.217,50,reviewed,ci,ci
2020-10-01T14:58:58.320Z,33.06,-115.5673333,4.02,1.96,ml,21,77,0.0249,0.2,ci,ci39646408,2020-10-01T16:39:07.140Z,"6km ENE of Westmorland, CA",earthquake,0.28,0.34,0.16,64,reviewed,ci,ci
2020-10-01T14:57:32.858Z,55.0008,164.5571,10,4.5,mb,,127,4.008,0.8,us,us6000c3xp,2020-10-02T14:20:12.040Z,"189 km SE of Ust’-Kamchatsk Staryy, Russia",earthquake,8.9,1.9,0.068,64,reviewed,us,us
2020-10-01T14:56:43.610Z,33.0203333,-115.5655,1.08,1.19,ml,7,175,0.02258,0.13,ci,ci39646416,2020-10-07T23:41:51.974Z,"6km ESE of Westmorland, CA",earthquake,0.55,0.37,0.247,5,reviewed,ci,ci
2020-10-01T14:54:56.390Z,33.059,-115.5795,3.74,1.93,ml,22,57,0.02078,0.24,ci,ci39646400,2020-10-01T14:58:45.024Z,"5km ENE of Westmorland, CA",earthquake,0.45,0.65,0.139,27,automatic,ci,ci
2020-10-01T14:53:13.930Z,41.3396667,-122.1515,5.73,1.79,md,8,76,0.03377,0.07,nc,nc73465271,2020-10-01T17:03:07.234Z,"9km N of McCloud, CA",earthquake,0.3,0.73,0.209,7,reviewed,nc,nc
2020-10-01T14:52:31.390Z,33.0578333,-115.5726667,8.32,1.92,ml,28,54,0.02101,0.28,ci,ci39646392,2020-10-01T15:03:22.270Z,"5km ENE of Westmorland, CA",earthquake,0.48,1.35,0.151,27,automatic,ci,ci
2020-10-01T14:51:41.158Z,58.2489,-155.1723,9.3,0.5,ml,,,,0.23,ak,ak020cn1fh1e,2020-10-10T02:34:44.036Z,"86 km NNW of Karluk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-10-01T14:49:18.140Z,33.0685,-115.5951667,5.9,2.44,ml,14,69,0.03215,0.31,ci,ci39646384,2020-10-01T14:53:06.724Z,"4km NE of Westmorland, CA",earthquake,0.73,1.17,0.276,11,automatic,ci,ci
2020-10-01T14:48:48.110Z,38.7895012,-122.8028336,3.31,1.08,md,15,64,0.001188,0.03,nc,nc73465266,2020-10-01T15:03:08.816Z,"4km WNW of The Geysers, CA",earthquake,0.34,0.57,0.04,3,automatic,nc,nc
2020-10-01T14:46:42.020Z,33.0626667,-115.577,10.06,3.62,mw,57,48,0.02469,0.27,ci,ci39646376,2020-10-02T19:00:23.645Z,"5km NE of Westmorland, CA",earthquake,0.2,0.51,,4,reviewed,ci,ci
2020-10-01T14:36:47.970Z,19.1916675567627,-155.436340332031,49.5,2.11,ml,48,143,,0.119999997,hv,hv72161461,2020-10-02T14:44:08.040Z,"4 km ESE of Pāhala, Hawaii",earthquake,0.72,0.5,0.26,3,automatic,hv,hv
2020-10-01T14:35:54.780Z,38.8275,-122.7501667,0.36,0.59,md,34,80,0.01032,0.07,nc,nc73465256,2020-10-07T23:13:05.998Z,"2km WNW of Cobb, CA",earthquake,0.15,0.29,0.127,7,reviewed,nc,nc
2020-10-01T14:35:00.880Z,33.0848333,-115.5986667,7.82,1.18,ml,12,86,0.04853,0.21,ci,ci39646352,2020-10-01T14:38:30.748Z,"6km NNE of Westmorland, CA",earthquake,0.67,1.4,0.285,12,automatic,ci,ci
2020-10-01T14:29:34.040Z,33.1091667,-115.6043333,5.43,2.25,ml,37,58,0.06878,0.25,ci,ci39646344,2020-10-01T14:40:09.080Z,"8km NNE of Westmorland, CA",earthquake,0.34,1.01,0.262,27,automatic,ci,ci
2020-10-01T14:26:20.540Z,33.0563333,-115.583,3.61,1.51,ml,12,169,0.01805,0.22,ci,ci39646336,2020-10-01T14:30:01.702Z,"4km ENE of Westmorland, CA",earthquake,1.32,0.67,0.234,21,automatic,ci,ci
2020-10-01T14:24:00.310Z,51.4302,179.19,53,1.8,ml,,,,0.26,ak,ak020cn19noe,2020-10-10T02:34:43.829Z,"293 km WSW of Adak, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-10-01T14:18:41.090Z,33.1038333,-115.6033333,4.45,2.12,ml,28,57,0.06782,0.24,ci,ci39646328,2020-10-01T14:29:59.300Z,"8km NNE of Westmorland, CA",earthquake,0.37,0.99,0.205,26,automatic,ci,ci
2020-10-01T14:16:24.210Z,33.0661667,-115.5758333,2.53,2.09,ml,22,54,0.02829,0.26,ci,ci39646320,2020-10-01T14:20:04.649Z,"5km NE of Westmorland, CA",earthquake,0.46,0.63,0.156,26,automatic,ci,ci
2020-10-01T14:15:22.280Z,33.0521667,-115.589,2.2,1.59,ml,15,68,0.01509,0.22,ci,ci39646312,2020-10-01T14:19:14.640Z,"3km ENE of Westmorland, CA",earthquake,0.43,0.55,0.147,30,automatic,ci,ci
2020-10-01T14:11:31.390Z,33.0341667,-115.5593333,5.6,1.31,ml,12,155,0.0194,0.19,ci,ci39646304,2020-10-01T14:15:12.611Z,"6km E of Westmorland, CA",earthquake,0.72,0.61,0.124,14,automatic,ci,ci
2020-10-01T14:09:56.650Z,33.0673333,-115.5865,3.17,1.1,ml,8,114,0.02925,0.23,ci,ci39646288,2020-10-01T14:13:41.569Z,"5km NE of Westmorland, CA",earthquake,0.78,0.37,0.124,10,automatic,ci,ci
2020-10-01T14:07:18.111Z,66.3461,-157.2676,6.2,1.2,ml,,,,0.52,ak,ak020cn161oj,2020-10-10T02:34:52.368Z,"60 km S of Shungnak, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-10-01T14:04:45.450Z,33.0675,-115.5858333,3.07,1.27,ml,14,69,0.02935,0.23,ci,ci39646280,2020-10-05T17:43:29.319Z,"5km NE of Westmorland, CA",earthquake,0.38,0.52,0.14,18,reviewed,ci,ci
2020-10-01T14:01:25.710Z,33.061,-115.5893333,3.3,1.97,ml,26,52,0.02352,0.25,ci,ci39646272,2020-10-01T14:05:07.474Z,"4km NE of Westmorland, CA",earthquake,0.36,0.51,0.192,27,automatic,ci,ci
2020-10-01T13:59:18.640Z,33.0625,-115.5776667,3.05,1.92,ml,17,56,0.02443,0.18,ci,ci39646264,2020-10-01T14:03:14.520Z,"5km NE of Westmorland, CA",earthquake,0.35,0.39,0.164,25,automatic,ci,ci
2020-10-01T13:55:05.284Z,67.8876,-157.3944,6.3,1.5,ml,,,,0.66,ak,ak020cn0uvgg,2020-10-10T02:34:52.149Z,"91 km NNE of Ambler, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-10-01T13:54:48.450Z,19.220666885376,-155.383499145508,30.4300003051758,1.80999994,md,45,155,,0.140000001,hv,hv72161411,2020-10-01T13:58:02.060Z,"10 km E of Pāhala, Hawaii",earthquake,0.52,0.879999995,1.78999996,6,automatic,hv,hv
2020-10-01T13:53:30.810Z,33.1068333,-115.6023333,5.66,2.12,ml,31,54,0.0705,0.23,ci,ci39646256,2020-10-01T14:04:43.520Z,"8km NNE of Westmorland, CA",earthquake,0.39,0.9,0.17,26,automatic,ci,ci
2020-10-01T13:40:54.540Z,33.0643333,-115.5636667,2.96,1.27,ml,11,67,0.03018,0.24,ci,ci37457317,2020-10-07T00:33:32.103Z,"6km ENE of Westmorland, CA",earthquake,0.38,0.41,0.152,5,reviewed,ci,ci
2020-10-01T13:40:09.980Z,33.0675,-115.5778333,3.1,1.53,ml,34,47,0.02936,0.21,ci,ci39646248,2020-10-07T00:27:52.892Z,"5km NE of Westmorland, CA",earthquake,0.22,0.3,0.128,37,reviewed,ci,ci
2020-10-01T13:38:10.810Z,33.0366667,-115.5766667,5.99,1.99,ml,15,62,0.004682,0.2,ci,ci39646240,2020-10-01T13:42:08.411Z,"4km E of Westmorland, CA",earthquake,0.48,0.66,0.167,21,automatic,ci,ci
2020-10-01T13:37:20.040Z,33.0651667,-115.574,6.29,2.51,ml,15,92,0.02764,0.23,ci,ci39646232,2020-10-01T14:04:27.072Z,"5km NE of Westmorland, CA",earthquake,0.55,1.1,0.296,8,automatic,ci,ci
2020-10-01T13:35:43.010Z,38.1722,-117.9438,5.6,0.9,ml,12,114.05,0.033,0.07,nn,nn00776543,2020-10-01T14:32:26.755Z,"28 km SSE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-10-01T13:35:39.460Z,33.067,-115.5781667,9.22,3.42,ml,84,47,0.02883,0.28,ci,ci39646224,2020-10-02T20:49:07.340Z,"5km NE of Westmorland, CA",earthquake,0.19,0.51,0.141,243,reviewed,ci,ci
2020-10-01T13:33:39.850Z,33.0583333,-115.5715,1.73,1.36,ml,13,77,0.02184,0.26,ci,ci39646216,2020-10-01T13:37:26.377Z,"5km ENE of Westmorland, CA",earthquake,0.54,0.65,0.181,18,automatic,ci,ci
2020-10-01T13:32:37.710Z,33.0515,-115.5688333,2.86,1.61,ml,21,49,0.01717,0.25,ci,ci37457325,2020-10-07T00:48:01.183Z,"5km ENE of Westmorland, CA",earthquake,0.3,0.37,0.14,27,reviewed,ci,ci
2020-10-01T13:32:18.920Z,33.0553333,-115.57,2.65,1.76,ml,24,49,0.01975,0.18,ci,ci39646208,2020-10-07T00:43:40.157Z,"5km ENE of Westmorland, CA",earthquake,0.21,0.25,0.143,58,reviewed,ci,ci
2020-10-01T13:31:02.810Z,38.77,-122.7135,3.02,1.22,md,35,51,0.01036,0.06,nc,nc73465241,2020-10-07T07:18:04.967Z,"2km WSW of Anderson Springs, CA",earthquake,0.23,0.29,0.136,8,reviewed,nc,nc
2020-10-01T13:29:50.280Z,33.0575,-115.5693333,2.7,1.89,ml,20,68,0.0219,0.25,ci,ci39646192,2020-10-01T13:33:36.357Z,"5km ENE of Westmorland, CA",earthquake,0.44,0.57,0.174,27,automatic,ci,ci
2020-10-01T13:28:35.370Z,38.8151665,-122.8228302,2.84,0.78,md,12,94,0.008009,0.02,nc,nc73465231,2020-10-01T13:43:05.299Z,"7km NW of The Geysers, CA",earthquake,0.39,0.97,0.13,2,automatic,nc,nc
2020-10-01T13:28:15.080Z,33.1455,-116.5108333,7.91,2.01,ml,63,32,0.09714,0.23,ci,ci39646184,2020-10-01T13:39:28.360Z,"11km NE of Julian, CA",earthquake,0.24,0.96,0.146,26,automatic,ci,ci
2020-10-01T13:26:36.680Z,33.0645,-115.575,2.59,1.58,ml,39,52,0.0268,0.27,ci,ci39646200,2020-10-05T14:50:55.081Z,"5km NE of Westmorland, CA",earthquake,0.23,0.36,0.135,11,reviewed,ci,ci
2020-10-01T13:24:23.790Z,33.0588333,-115.5758333,3.04,2.02,ml,11,77,0.02114,0.26,ci,ci37457261,2020-10-06T17:19:26.467Z,"5km ENE of Westmorland, CA",earthquake,0.51,0.58,0.127,6,reviewed,ci,ci
2020-10-01T13:24:05.770Z,33.0575,-115.5721667,2.83,2.17,ml,9,102,0.02086,0.17,ci,ci37457253,2020-10-06T17:15:20.436Z,"5km ENE of Westmorland, CA",earthquake,0.38,0.3,0.085,6,reviewed,ci,ci
2020-10-01T13:23:16.630Z,17.9388,-67.1006,10,2.88,md,17,242,0.0642,0.15,pr,pr2020275004,2020-10-01T13:56:46.226Z,"6 km SW of La Parguera, Puerto Rico",earthquake,0.68,0.38,0.13,16,reviewed,pr,pr
2020-10-01T13:23:13.960Z,33.0628333,-115.572,10.07,3.22,ml,55,49,0.02588,0.23,ci,ci39646168,2020-10-06T16:36:03.100Z,"5km ENE of Westmorland, CA",earthquake,0.18,0.46,0.152,68,reviewed,ci,ci
2020-10-01T13:21:33.060Z,33.0718333,-115.589,5.1,1.25,ml,28,58,0.03401,0.2,ci,ci39646176,2020-10-02T22:28:57.476Z,"5km NE of Westmorland, CA",earthquake,0.24,0.48,0.115,5,reviewed,ci,ci
2020-10-01T13:20:42.060Z,33.0678333,-115.573,2.55,1.41,ml,13,86,0.03043,0.25,ci,ci39646160,2020-10-01T13:24:11.307Z,"6km NE of Westmorland, CA",earthquake,0.54,0.76,0.19,15,automatic,ci,ci
2020-10-01T13:19:46.060Z,33.0541667,-115.5583333,1.87,1.25,ml,8,167,0.02537,0.16,ci,ci39646152,2020-10-01T13:23:23.077Z,"6km ENE of Westmorland, CA",earthquake,0.82,0.41,0.187,9,automatic,ci,ci
2020-10-01T13:18:48.290Z,33.0078333,-115.5738333,5.49,1.83,ml,9,121,0.03109,0.23,ci,ci39646144,2020-10-01T13:22:23.424Z,"5km NW of Brawley, CA",earthquake,0.67,0.61,0.206,29,automatic,ci,ci
2020-10-01T13:17:53.190Z,33.0616667,-115.5751667,3.04,2.1,ml,29,47,0.02402,0.23,ci,ci39646136,2020-10-01T13:21:49.517Z,"5km ENE of Westmorland, CA",earthquake,0.35,0.55,0.197,27,automatic,ci,ci
2020-10-01T13:17:39.860Z,33.0578333,-115.5736667,3.99,1.35,ml,21,48,0.02071,0.19,ci,ci39646128,2020-10-01T20:20:23.550Z,"5km ENE of Westmorland, CA",earthquake,0.21,0.19,0.163,15,reviewed,ci,ci
2020-10-01T13:16:11.750Z,33.064,-115.5796667,2.62,1.77,ml,24,52,0.02574,0.26,ci,ci39646120,2020-10-02T00:43:55.830Z,"5km NE of Westmorland, CA",earthquake,0.3,0.35,0.184,58,reviewed,ci,ci
2020-10-01T13:12:21.600Z,33.0666667,-115.5775,2.9,1.87,ml,27,47,0.02857,0.27,ci,ci39646112,2020-10-01T13:16:06.270Z,"5km NE of Westmorland, CA",earthquake,0.36,0.59,0.183,30,automatic,ci,ci
2020-10-01T13:11:46.030Z,33.0198333,-115.584,4.17,1.63,ml,16,101,0.01846,0.21,ci,ci39646104,2020-10-01T13:15:47.267Z,"4km ESE of Westmorland, CA",earthquake,0.48,0.88,0.254,29,automatic,ci,ci
2020-10-01T13:04:11.840Z,38.8199997,-122.7611694,1.87,0.82,md,13,122,0.01249,0.02,nc,nc73465216,2020-10-01T13:05:46.533Z,"3km W of Cobb, CA",earthquake,0.32,0.51,0.08,2,automatic,nc,nc
2020-10-01T13:04:11.284Z,54.975,-161.5127,83.73,3.1,ml,,154,0.266,0.38,us,us6000c77d,2020-10-17T19:15:09.040Z,"52 km E of King Cove, Alaska",earthquake,6.3,7,0.085,18,reviewed,us,us
2020-10-01T13:03:33.350Z,33.0583333,-115.5728333,3.04,1.56,ml,27,48,0.02142,0.19,ci,ci39646080,2020-10-14T20:19:20.625Z,"5km ENE of Westmorland, CA",earthquake,0.24,0.29,0.124,45,reviewed,ci,ci
2020-10-01T13:03:12.620Z,38.8341675,-122.8081665,1.69,0.85,md,16,52,0.01455,0.02,nc,nc73465211,2020-10-01T13:30:06.262Z,"8km W of Cobb, CA",earthquake,0.27,0.5,0.1,4,automatic,nc,nc
2020-10-01T13:02:09.740Z,19.2308330535889,-155.40299987793,34.310001373291,1.8,ml,49,139,,0.129999995,hv,hv72161371,2020-10-01T13:07:39.430Z,"8 km ENE of Pāhala, Hawaii",earthquake,0.55,0.730000019,0.29,3,automatic,hv,hv
2020-10-01T12:58:52.500Z,33.055,-115.594,1.38,1.64,ml,15,89,0.01954,0.22,ci,ci39646072,2020-10-01T13:02:48.205Z,"3km NE of Westmorland, CA",earthquake,0.43,0.6,0.119,28,automatic,ci,ci
2020-10-01T12:58:45.045Z,44.5257,-115.202,8.62,3.1,ml,,29,0.446,0.85,us,us6000c3wh,2020-10-07T09:23:57.007Z,"40 km NNW of Stanley, Idaho",earthquake,2.4,10.5,0.045,66,reviewed,us,us
2020-10-01T12:58:06.248Z,57.7871,-132.5389,16.3,2.1,ml,,,,0.66,ak,ak020cn0a39i,2020-10-10T02:34:43.390Z,"60 km NE of Hobart Bay, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-10-01T12:58:00.910Z,38.8183333,-122.8045,3.74,0.07,md,17,39,0.0126,0.02,nc,nc73465206,2020-10-06T22:51:09.576Z,"6km NW of The Geysers, CA",earthquake,0.31,1.09,0.21,2,reviewed,nc,nc
2020-10-01T12:56:56.440Z,33.0606667,-115.5688333,2.01,1.61,ml,11,78,0.0249,0.17,ci,ci39646064,2020-10-01T13:00:42.196Z,"6km ENE of Westmorland, CA",earthquake,0.43,0.59,0.186,24,automatic,ci,ci
2020-10-01T12:54:41.040Z,33.0621667,-115.5803333,3.07,2.72,ml,82,47,0.02388,0.24,ci,ci39646056,2020-10-07T16:25:38.510Z,"5km NE of Westmorland, CA",earthquake,0.14,0.24,0.176,41,reviewed,ci,ci
2020-10-01T12:53:34.580Z,37.4953333,-121.8278333,6.79,0.13,md,5,127,0.04646,0.03,nc,nc73465201,2020-10-01T23:25:05.094Z,"10km NE of Milpitas, CA",earthquake,1.04,0.98,0.228,5,reviewed,nc,nc
2020-10-01T12:51:50.830Z,33.0663333,-115.5756667,6.28,1.85,ml,23,48,0.02848,0.24,ci,ci39646048,2020-10-01T12:55:46.998Z,"5km NE of Westmorland, CA",earthquake,0.45,1.21,0.158,26,automatic,ci,ci
2020-10-01T12:47:26.350Z,33.067,-115.5683333,2.32,2.76,ml,55,48,0.03085,0.24,ci,ci39646040,2020-10-07T09:06:32.040Z,"6km ENE of Westmorland, CA",earthquake,0.19,0.3,0.119,13,reviewed,ci,ci
2020-10-01T12:46:38.210Z,33.0648333,-115.5765,10.72,3.5,ml,59,48,0.02689,0.23,ci,ci39646032,2020-10-02T20:05:09.558Z,"5km NE of Westmorland, CA",earthquake,0.18,0.45,0.135,255,reviewed,ci,ci
2020-10-01T12:37:33.910Z,33.0685,-115.5901667,10,2.55,ml,76,41,0.03094,0.23,ci,ci39646016,2020-10-08T21:43:11.450Z,"4km NE of Westmorland, CA",earthquake,0.14,0.35,0.162,31,reviewed,ci,ci
2020-10-01T12:36:14.570Z,33.0541667,-115.6365,5.01,0.64,ml,13,98,0.04852,0.29,ci,ci37456901,2020-10-02T22:17:45.324Z,"2km NW of Westmorland, CA",earthquake,0.47,0.96,0.129,3,reviewed,ci,ci
2020-10-01T12:34:27.320Z,33.0595,-115.5751667,1.84,1.82,ml,24,48,0.02193,0.27,ci,ci39646008,2020-10-07T17:33:02.763Z,"5km ENE of Westmorland, CA",earthquake,0.33,0.49,0.155,66,reviewed,ci,ci
2020-10-01T12:34:17.650Z,33.055,-115.549,2.51,1.61,ml,10,105,0.03229,0.27,ci,ci37457349,2020-10-07T17:44:31.826Z,"7km ENE of Westmorland, CA",earthquake,0.53,0.66,0.195,21,reviewed,ci,ci
2020-10-01T12:25:34.040Z,33.045,-115.5896667,6.21,0.72,ml,11,112,0.009361,0.14,ci,ci37456893,2020-10-02T22:04:47.266Z,"3km ENE of Westmorland, CA",earthquake,0.52,0.55,0.24,4,reviewed,ci,ci
2020-10-01T12:22:19.610Z,35.9105,-117.7423333,8.02,0.8,ml,9,112,0.07243,0.07,ci,ci39645992,2020-10-01T13:45:32.360Z,"15km E of Little Lake, CA",earthquake,0.22,0.85,0.197,5,reviewed,ci,ci
2020-10-01T12:20:28.930Z,33.057,-115.5915,4.57,1.2,ml,9,174,0.02035,0.22,ci,ci39645984,2020-10-01T12:24:01.470Z,"4km NE of Westmorland, CA",earthquake,1.12,0.63,0.201,10,automatic,ci,ci
2020-10-01T12:19:31.760Z,36.0968333,-117.8721667,2.22,1.1,ml,11,96,0.025,0.1,ci,ci39645976,2020-10-01T13:45:33.360Z,"9km NE of Coso Junction, CA",earthquake,0.2,0.16,0.25,16,reviewed,ci,ci
2020-10-01T12:18:31.370Z,33.0415,-115.5836667,5.53,1.66,ml,17,58,0.003552,0.23,ci,ci39645968,2020-10-01T12:22:31.464Z,"4km E of Westmorland, CA",earthquake,0.49,0.67,0.129,30,automatic,ci,ci
2020-10-01T12:17:10.766Z,-21.0029,-178.7544,598.82,4.5,mb,,133,4.425,0.83,us,us6000c3v4,2020-10-01T14:25:17.040Z,"Fiji region",earthquake,12.8,7,0.037,216,reviewed,us,us
2020-10-01T12:14:36.010Z,33.0475,-115.5781667,6.02,2.29,ml,30,56,0.009736,0.22,ci,ci39645960,2020-10-01T12:25:41.000Z,"4km ENE of Westmorland, CA",earthquake,0.31,0.83,0.151,25,automatic,ci,ci
2020-10-01T12:14:14.930Z,33.0555,-115.5766667,3.85,1.27,ml,13,124,0.01775,0.21,ci,ci39645952,2020-10-01T12:17:51.063Z,"5km ENE of Westmorland, CA",earthquake,0.65,0.31,0.125,17,automatic,ci,ci
2020-10-01T12:10:48.820Z,33.0631667,-115.5683333,3.01,1.56,ml,16,60,0.02733,0.19,ci,ci39645944,2020-10-01T12:14:49.409Z,"6km ENE of Westmorland, CA",earthquake,0.37,0.49,0.164,25,automatic,ci,ci
2020-10-01T12:10:31.000Z,33.0736667,-115.591,2.42,1.4,ml,10,178,0.03613,0.24,ci,ci39645936,2020-10-01T12:14:19.405Z,"5km NE of Westmorland, CA",earthquake,0.95,0.48,0.136,18,automatic,ci,ci
2020-10-01T12:09:43.970Z,38.8173333,-122.7918333,3.23,1.43,md,44,29,0.009613,0.04,nc,nc73465191,2020-10-07T04:16:05.750Z,"5km NW of The Geysers, CA",earthquake,0.17,0.3,0.149,10,reviewed,nc,nc
2020-10-01T12:07:29.540Z,46.201,-121.506,-1.18,1.38,ml,23,182,0.08222,0.29,uw,uw61689656,2020-10-01T17:54:34.220Z,"22 km N of Trout Lake, Washington",earthquake,0.81,1.87,0.236578494369083,17,reviewed,uw,uw
2020-10-01T12:05:45.850Z,33.066,-115.5833333,3.66,1.9,ml,60,46,0.02769,0.25,ci,ci39645920,2020-10-02T21:57:43.790Z,"5km NE of Westmorland, CA",earthquake,0.16,0.31,0.15,25,reviewed,ci,ci
2020-10-01T12:04:26.320Z,38.4923333,-112.8295,0.07,-0.01,md,5,250,0.029,0.11,uu,uu60412737,2020-10-02T15:01:00.740Z,"19 km ENE of Milford, Utah",earthquake,0.95,9.09,0.486,2,reviewed,uu,uu
